DataZone,IntZone,CA,HSCP,HB,SIMD2012Rank,SIMD2012CountryDecile,SIMD2012CountryQuintile,SIMD2012HBDecile,SIMD2012HBQuintile,SIMD2012HSCPDecile,SIMD2012HSCPQuintile,SIMD2012CADecile,SIMD2012CAQuintile,SIMD2012Most15pc,SIMD2012Least15pc
S01005226,S02000997,S12000038,S37000024,S08000031,2395,4,2,6,3,4,2,4,2,0,0
S01005227,S02000994,S12000038,S37000024,S08000031,671,1,1,3,2,2,1,2,1,1,0
S01005228,S02001015,S12000038,S37000024,S08000031,4783,8,4,8,4,8,4,8,4,0,0
S01005229,S02001000,S12000038,S37000024,S08000031,1058,2,1,4,2,3,2,3,2,0,0
S01005230,S02000996,S12000038,S37000024,S08000031,3560,6,3,7,4,6,3,6,3,0,0
S01005231,S02000995,S12000038,S37000024,S08000031,5680,9,5,9,5,9,5,9,5,0,1
S01005232,S02001000,S12000038,S37000024,S08000031,1229,2,1,4,2,3,2,3,2,0,0
S01005233,S02000998,S12000038,S37000024,S08000031,623,1,1,3,2,2,1,2,1,1,0
S01005234,S02001000,S12000038,S37000024,S08000031,3858,6,3,7,4,7,4,7,4,0,0
S01005235,S02001001,S12000038,S37000024,S08000031,3102,5,3,6,3,6,3,6,3,0,0
S01005236,S02000998,S12000038,S37000024,S08000031,2615,4,2,6,3,5,3,5,3,0,0
S01005237,S02001002,S12000038,S37000024,S08000031,5759,9,5,9,5,10,5,10,5,0,1
S01005238,S02000996,S12000038,S37000024,S08000031,3349,5,3,7,4,6,3,6,3,0,0
S01005239,S02001000,S12000038,S37000024,S08000031,577,1,1,3,2,2,1,2,1,1,0
S01005240,S02000997,S12000038,S37000024,S08000031,495,1,1,2,1,2,1,2,1,1,0
S01005241,S02001002,S12000038,S37000024,S08000031,5690,9,5,9,5,9,5,9,5,0,1
S01005242,S02001001,S12000038,S37000024,S08000031,142,1,1,1,1,1,1,1,1,1,0
S01005243,S02001001,S12000038,S37000024,S08000031,301,1,1,2,1,1,1,1,1,1,0
S01005244,S02001002,S12000038,S37000024,S08000031,6011,10,5,10,5,10,5,10,5,0,1
S01005245,S02001000,S12000038,S37000024,S08000031,1823,3,2,5,3,4,2,4,2,0,0
S01005246,S02001004,S12000038,S37000024,S08000031,247,1,1,2,1,1,1,1,1,1,0
S01005247,S02001003,S12000038,S37000024,S08000031,1,1,1,1,1,1,1,1,1,1,0
S01005248,S02001004,S12000038,S37000024,S08000031,810,2,1,3,2,2,1,2,1,1,0
S01005249,S02001000,S12000038,S37000024,S08000031,1641,3,2,5,3,4,2,4,2,0,0
S01005250,S02001004,S12000038,S37000024,S08000031,713,2,1,3,2,2,1,2,1,1,0
S01005251,S02001003,S12000038,S37000024,S08000031,429,1,1,2,1,1,1,1,1,1,0
S01005252,S02001005,S12000038,S37000024,S08000031,755,2,1,3,2,2,1,2,1,1,0
S01005253,S02001003,S12000038,S37000024,S08000031,3887,6,3,7,4,7,4,7,4,0,0
S01005254,S02001000,S12000038,S37000024,S08000031,2881,5,3,6,3,5,3,5,3,0,0
S01005255,S02001001,S12000038,S37000024,S08000031,61,1,1,1,1,1,1,1,1,1,0
S01005256,S02000999,S12000038,S37000024,S08000031,4857,8,4,8,4,8,4,8,4,0,0
S01005257,S02001004,S12000038,S37000024,S08000031,3992,6,3,7,4,7,4,7,4,0,0
S01005258,S02001002,S12000038,S37000024,S08000031,5461,9,5,9,5,9,5,9,5,0,0
S01005259,S02001005,S12000038,S37000024,S08000031,434,1,1,2,1,1,1,1,1,1,0
S01005260,S02001005,S12000038,S37000024,S08000031,349,1,1,2,1,1,1,1,1,1,0
S01005261,S02001003,S12000038,S37000024,S08000031,100,1,1,1,1,1,1,1,1,1,0
S01005262,S02001004,S12000038,S37000024,S08000031,3159,5,3,7,4,6,3,6,3,0,0
S01005263,S02001003,S12000038,S37000024,S08000031,23,1,1,1,1,1,1,1,1,1,0
S01005264,S02001005,S12000038,S37000024,S08000031,1837,3,2,5,3,4,2,4,2,0,0
S01005265,S02001003,S12000038,S37000024,S08000031,4,1,1,1,1,1,1,1,1,1,0
S01005266,S02001005,S12000038,S37000024,S08000031,1175,2,1,4,2,3,2,3,2,0,0
S01005267,S02001006,S12000038,S37000024,S08000031,1856,3,2,5,3,4,2,4,2,0,0
S01005268,S02001010,S12000038,S37000024,S08000031,364,1,1,2,1,1,1,1,1,1,0
S01005269,S02001004,S12000038,S37000024,S08000031,2780,5,3,6,3,5,3,5,3,0,0
S01005270,S02001002,S12000038,S37000024,S08000031,4862,8,4,8,4,8,4,8,4,0,0
S01005271,S02001004,S12000038,S37000024,S08000031,5703,9,5,9,5,10,5,10,5,0,1
S01005272,S02001003,S12000038,S37000024,S08000031,8,1,1,1,1,1,1,1,1,1,0
S01005273,S02001006,S12000038,S37000024,S08000031,4257,7,4,8,4,7,4,7,4,0,0
S01005274,S02001007,S12000038,S37000024,S08000031,501,1,1,2,1,2,1,2,1,1,0
S01005275,S02001010,S12000038,S37000024,S08000031,703,2,1,3,2,2,1,2,1,1,0
S01005276,S02001006,S12000038,S37000024,S08000031,1016,2,1,3,2,3,2,3,2,1,0
S01005277,S02001006,S12000038,S37000024,S08000031,3511,6,3,7,4,6,3,6,3,0,0
S01005278,S02001005,S12000038,S37000024,S08000031,1776,3,2,5,3,4,2,4,2,0,0
S01005279,S02001008,S12000038,S37000024,S08000031,5781,9,5,9,5,10,5,10,5,0,1
S01005280,S02001007,S12000038,S37000024,S08000031,699,2,1,3,2,2,1,2,1,1,0
S01005281,S02001006,S12000038,S37000024,S08000031,2345,4,2,6,3,4,2,4,2,0,0
S01005282,S02001007,S12000038,S37000024,S08000031,718,2,1,3,2,2,1,2,1,1,0
S01005283,S02001008,S12000038,S37000024,S08000031,5479,9,5,9,5,9,5,9,5,0,0
S01005284,S02001010,S12000038,S37000024,S08000031,239,1,1,2,1,1,1,1,1,1,0
S01005285,S02001006,S12000038,S37000024,S08000031,3609,6,3,7,4,7,4,7,4,0,0
S01005286,S02001008,S12000038,S37000024,S08000031,6048,10,5,10,5,10,5,10,5,0,1
S01005287,S02001007,S12000038,S37000024,S08000031,2254,4,2,5,3,4,2,4,2,0,0
S01005288,S02001007,S12000038,S37000024,S08000031,612,1,1,3,2,2,1,2,1,1,0
S01005289,S02001010,S12000038,S37000024,S08000031,1547,3,2,4,2,3,2,3,2,0,0
S01005290,S02001008,S12000038,S37000024,S08000031,2882,5,3,6,3,5,3,5,3,0,0
S01005291,S02001009,S12000038,S37000024,S08000031,5275,9,5,9,5,9,5,9,5,0,0
S01005292,S02001007,S12000038,S37000024,S08000031,378,1,1,2,1,1,1,1,1,1,0
S01005293,S02001007,S12000038,S37000024,S08000031,1036,2,1,4,2,3,2,3,2,0,0
S01005294,S02001008,S12000038,S37000024,S08000031,6111,10,5,10,5,10,5,10,5,0,1
S01005295,S02001008,S12000038,S37000024,S08000031,2136,4,2,5,3,4,2,4,2,0,0
S01005296,S02001009,S12000038,S37000024,S08000031,5938,10,5,10,5,10,5,10,5,0,1
S01005297,S02001011,S12000038,S37000024,S08000031,4714,8,4,8,4,8,4,8,4,0,0
S01005298,S02001012,S12000038,S37000024,S08000031,5206,8,4,9,5,8,4,8,4,0,0
S01005299,S02001014,S12000038,S37000024,S08000031,5376,9,5,9,5,9,5,9,5,0,0
S01005300,S02001009,S12000038,S37000024,S08000031,5657,9,5,9,5,9,5,9,5,0,1
S01005301,S02001009,S12000038,S37000024,S08000031,5819,9,5,10,5,10,5,10,5,0,1
S01005302,S02001011,S12000038,S37000024,S08000031,1949,3,2,5,3,4,2,4,2,0,0
S01005303,S02001008,S12000038,S37000024,S08000031,3282,5,3,7,4,6,3,6,3,0,0
S01005304,S02001014,S12000038,S37000024,S08000031,4913,8,4,8,4,8,4,8,4,0,0
S01005305,S02001011,S12000038,S37000024,S08000031,2599,4,2,6,3,5,3,5,3,0,0
S01005306,S02001013,S12000038,S37000024,S08000031,5621,9,5,9,5,9,5,9,5,0,1
S01005307,S02001012,S12000038,S37000024,S08000031,6149,10,5,10,5,10,5,10,5,0,1
S01005308,S02001014,S12000038,S37000024,S08000031,413,1,1,2,1,1,1,1,1,1,0
S01005309,S02001011,S12000038,S37000024,S08000031,2233,4,2,5,3,4,2,4,2,0,0
S01005310,S02001011,S12000038,S37000024,S08000031,1853,3,2,5,3,4,2,4,2,0,0
S01005311,S02001013,S12000038,S37000024,S08000031,4448,7,4,8,4,7,4,7,4,0,0
S01005312,S02001010,S12000038,S37000024,S08000031,3490,6,3,7,4,6,3,6,3,0,0
S01005313,S02001013,S12000038,S37000024,S08000031,4333,7,4,8,4,7,4,7,4,0,0
S01005314,S02001012,S12000038,S37000024,S08000031,6378,10,5,10,5,10,5,10,5,0,1
S01005315,S02001014,S12000038,S37000024,S08000031,527,1,1,2,1,2,1,2,1,1,0
S01005316,S02001011,S12000038,S37000024,S08000031,4996,8,4,8,4,8,4,8,4,0,0
S01005317,S02001013,S12000038,S37000024,S08000031,5084,8,4,8,4,8,4,8,4,0,0
S01005318,S02001013,S12000038,S37000024,S08000031,2994,5,3,6,3,6,3,6,3,0,0
S01005319,S02001013,S12000038,S37000024,S08000031,5480,9,5,9,5,9,5,9,5,0,0
S01005320,S02001012,S12000038,S37000024,S08000031,4012,7,4,7,4,7,4,7,4,0,0
S01005321,S02001013,S12000038,S37000024,S08000031,3304,5,3,7,4,6,3,6,3,0,0
S01005322,S02001014,S12000038,S37000024,S08000031,2992,5,3,6,3,5,3,5,3,0,0
S01005323,S02001013,S12000038,S37000024,S08000031,2470,4,2,6,3,5,3,5,3,0,0
S01005324,S02001014,S12000038,S37000024,S08000031,1747,3,2,5,3,4,2,4,2,0,0
S01005325,S02001016,S12000038,S37000024,S08000031,2842,5,3,6,3,5,3,5,3,0,0
S01005326,S02001014,S12000038,S37000024,S08000031,453,1,1,2,1,2,1,2,1,1,0
S01005327,S02001014,S12000038,S37000024,S08000031,1877,3,2,5,3,4,2,4,2,0,0
S01005328,S02001016,S12000038,S37000024,S08000031,676,1,1,3,2,2,1,2,1,1,0
S01005329,S02001015,S12000038,S37000024,S08000031,4118,7,4,7,4,7,4,7,4,0,0
S01005330,S02001016,S12000038,S37000024,S08000031,1566,3,2,4,2,4,2,4,2,0,0
S01005331,S02001016,S12000038,S37000024,S08000031,864,2,1,3,2,2,1,2,1,1,0
S01005332,S02001017,S12000038,S37000024,S08000031,3847,6,3,7,4,7,4,7,4,0,0
S01005333,S02001018,S12000038,S37000024,S08000031,5115,8,4,8,4,8,4,8,4,0,0
S01005334,S02001017,S12000038,S37000024,S08000031,4682,8,4,8,4,8,4,8,4,0,0
S01005335,S02001017,S12000038,S37000024,S08000031,5320,9,5,9,5,9,5,9,5,0,0
S01005336,S02001018,S12000038,S37000024,S08000031,4308,7,4,8,4,7,4,7,4,0,0
S01005337,S02001017,S12000038,S37000024,S08000031,5715,9,5,9,5,10,5,10,5,0,1
S01005338,S02001017,S12000038,S37000024,S08000031,5668,9,5,9,5,9,5,9,5,0,1
S01005339,S02001018,S12000038,S37000024,S08000031,3120,5,3,7,4,6,3,6,3,0,0
S01005340,S02001017,S12000038,S37000024,S08000031,5675,9,5,9,5,9,5,9,5,0,1
S01005341,S02001018,S12000038,S37000024,S08000031,3078,5,3,6,3,6,3,6,3,0,0
S01005342,S02001018,S12000038,S37000024,S08000031,2946,5,3,6,3,5,3,5,3,0,0
S01005343,S02001017,S12000038,S37000024,S08000031,6061,10,5,10,5,10,5,10,5,0,1
S01005344,S02001018,S12000038,S37000024,S08000031,3458,6,3,7,4,6,3,6,3,0,0
S01005345,S02001017,S12000038,S37000024,S08000031,6036,10,5,10,5,10,5,10,5,0,1
S01005346,S02001019,S12000038,S37000024,S08000031,5501,9,5,9,5,9,5,9,5,0,0
S01005347,S02001019,S12000038,S37000024,S08000031,5559,9,5,9,5,9,5,9,5,0,1
S01005348,S02001018,S12000038,S37000024,S08000031,3099,5,3,6,3,6,3,6,3,0,0
S01005349,S02001019,S12000038,S37000024,S08000031,5118,8,4,8,4,8,4,8,4,0,0
S01005350,S02001020,S12000038,S37000024,S08000031,6139,10,5,10,5,10,5,10,5,0,1
S01005351,S02001015,S12000038,S37000024,S08000031,3356,6,3,7,4,6,3,6,3,0,0
S01005352,S02001019,S12000038,S37000024,S08000031,3009,5,3,6,3,6,3,6,3,0,0
S01005353,S02001019,S12000038,S37000024,S08000031,2761,5,3,6,3,5,3,5,3,0,0
S01005354,S02001020,S12000038,S37000024,S08000031,5936,10,5,10,5,10,5,10,5,0,1
S01005355,S02001019,S12000038,S37000024,S08000031,2983,5,3,6,3,5,3,5,3,0,0
S01005356,S02001020,S12000038,S37000024,S08000031,5840,9,5,10,5,10,5,10,5,0,1
S01005357,S02001019,S12000038,S37000024,S08000031,2739,5,3,6,3,5,3,5,3,0,0
S01005358,S02001020,S12000038,S37000024,S08000031,3298,5,3,7,4,6,3,6,3,0,0
S01005359,S02001020,S12000038,S37000024,S08000031,5842,9,5,10,5,10,5,10,5,0,1
S01005360,S02001020,S12000038,S37000024,S08000031,5696,9,5,9,5,10,5,10,5,0,1
S01005361,S02001015,S12000038,S37000024,S08000031,5645,9,5,9,5,9,5,9,5,0,1
S01005362,S02001021,S12000026,S37000025,S08000016,4122,7,4,6,3,6,3,6,3,0,0
S01005363,S02001021,S12000026,S37000025,S08000016,3616,6,3,5,3,5,3,5,3,0,0
S01005364,S02001025,S12000026,S37000025,S08000016,3719,6,3,5,3,5,3,5,3,0,0
S01005365,S02001021,S12000026,S37000025,S08000016,3737,6,3,5,3,5,3,5,3,0,0
S01005366,S02001022,S12000026,S37000025,S08000016,5170,8,4,10,5,10,5,10,5,0,0
S01005367,S02001022,S12000026,S37000025,S08000016,1653,3,2,1,1,1,1,1,1,0,0
S01005368,S02001022,S12000026,S37000025,S08000016,1860,3,2,1,1,1,1,1,1,0,0
S01005369,S02001023,S12000026,S37000025,S08000016,1012,2,1,1,1,1,1,1,1,1,0
S01005370,S02001022,S12000026,S37000025,S08000016,3851,6,3,6,3,6,3,6,3,0,0
S01005371,S02001023,S12000026,S37000025,S08000016,5116,8,4,10,5,10,5,10,5,0,0
S01005372,S02001023,S12000026,S37000025,S08000016,2464,4,2,2,1,2,1,2,1,0,0
S01005373,S02001024,S12000026,S37000025,S08000016,1639,3,2,1,1,1,1,1,1,0,0
S01005374,S02001023,S12000026,S37000025,S08000016,2329,4,2,2,1,2,1,2,1,0,0
S01005375,S02001026,S12000026,S37000025,S08000016,3164,5,3,3,2,3,2,3,2,0,0
S01005376,S02001024,S12000026,S37000025,S08000016,3101,5,3,3,2,3,2,3,2,0,0
S01005377,S02001024,S12000026,S37000025,S08000016,1970,3,2,2,1,2,1,2,1,0,0
S01005378,S02001026,S12000026,S37000025,S08000016,607,1,1,1,1,1,1,1,1,1,0
S01005379,S02001024,S12000026,S37000025,S08000016,2709,5,3,3,2,3,2,3,2,0,0
S01005380,S02001026,S12000026,S37000025,S08000016,1199,2,1,1,1,1,1,1,1,0,0
S01005381,S02001026,S12000026,S37000025,S08000016,694,2,1,1,1,1,1,1,1,1,0
S01005382,S02001026,S12000026,S37000025,S08000016,279,1,1,1,1,1,1,1,1,1,0
S01005383,S02001028,S12000026,S37000025,S08000016,4121,7,4,6,3,6,3,6,3,0,0
S01005384,S02001021,S12000026,S37000025,S08000016,5070,8,4,10,5,10,5,10,5,0,0
S01005385,S02001025,S12000026,S37000025,S08000016,4573,7,4,8,4,8,4,8,4,0,0
S01005386,S02001021,S12000026,S37000025,S08000016,5008,8,4,9,5,9,5,9,5,0,0
S01005387,S02001027,S12000026,S37000025,S08000016,3403,6,3,4,2,4,2,4,2,0,0
S01005388,S02001027,S12000026,S37000025,S08000016,3352,6,3,4,2,4,2,4,2,0,0
S01005389,S02001027,S12000026,S37000025,S08000016,2838,5,3,3,2,3,2,3,2,0,0
S01005390,S02001027,S12000026,S37000025,S08000016,3241,5,3,4,2,4,2,4,2,0,0
S01005391,S02001027,S12000026,S37000025,S08000016,4590,7,4,8,4,8,4,8,4,0,0
S01005392,S02001029,S12000026,S37000025,S08000016,3481,6,3,4,2,4,2,4,2,0,0
S01005393,S02001025,S12000026,S37000025,S08000016,4489,7,4,7,4,7,4,7,4,0,0
S01005394,S02001040,S12000026,S37000025,S08000016,4053,7,4,6,3,6,3,6,3,0,0
S01005395,S02001028,S12000026,S37000025,S08000016,4707,8,4,8,4,8,4,8,4,0,0
S01005396,S02001028,S12000026,S37000025,S08000016,3921,6,3,6,3,6,3,6,3,0,0
S01005397,S02001029,S12000026,S37000025,S08000016,3584,6,3,5,3,5,3,5,3,0,0
S01005398,S02001030,S12000026,S37000025,S08000016,5843,9,5,10,5,10,5,10,5,0,1
S01005399,S02001030,S12000026,S37000025,S08000016,2837,5,3,3,2,3,2,3,2,0,0
S01005400,S02001030,S12000026,S37000025,S08000016,1305,2,1,1,1,1,1,1,1,0,0
S01005401,S02001030,S12000026,S37000025,S08000016,4087,7,4,6,3,6,3,6,3,0,0
S01005402,S02001030,S12000026,S37000025,S08000016,4179,7,4,6,3,6,3,6,3,0,0
S01005403,S02001030,S12000026,S37000025,S08000016,2877,5,3,3,2,3,2,3,2,0,0
S01005404,S02001031,S12000026,S37000025,S08000016,4612,7,4,8,4,8,4,8,4,0,0
S01005405,S02001031,S12000026,S37000025,S08000016,4956,8,4,9,5,9,5,9,5,0,0
S01005406,S02001031,S12000026,S37000025,S08000016,4006,7,4,6,3,6,3,6,3,0,0
S01005407,S02001029,S12000026,S37000025,S08000016,4293,7,4,7,4,7,4,7,4,0,0
S01005408,S02001031,S12000026,S37000025,S08000016,2575,4,2,2,1,2,1,2,1,0,0
S01005409,S02001031,S12000026,S37000025,S08000016,4472,7,4,7,4,7,4,7,4,0,0
S01005410,S02001031,S12000026,S37000025,S08000016,4366,7,4,7,4,7,4,7,4,0,0
S01005411,S02001032,S12000026,S37000025,S08000016,4712,8,4,9,5,9,5,9,5,0,0
S01005412,S02001033,S12000026,S37000025,S08000016,4533,7,4,7,4,7,4,7,4,0,0
S01005413,S02001032,S12000026,S37000025,S08000016,2807,5,3,3,2,3,2,3,2,0,0
S01005414,S02001033,S12000026,S37000025,S08000016,4549,7,4,8,4,8,4,8,4,0,0
S01005415,S02001032,S12000026,S37000025,S08000016,4847,8,4,9,5,9,5,9,5,0,0
S01005416,S02001034,S12000026,S37000025,S08000016,2188,4,2,2,1,2,1,2,1,0,0
S01005417,S02001033,S12000026,S37000025,S08000016,3347,5,3,4,2,4,2,4,2,0,0
S01005418,S02001033,S12000026,S37000025,S08000016,4719,8,4,9,5,9,5,9,5,0,0
S01005419,S02001034,S12000026,S37000025,S08000016,3827,6,3,5,3,5,3,5,3,0,0
S01005420,S02001034,S12000026,S37000025,S08000016,4340,7,4,7,4,7,4,7,4,0,0
S01005421,S02001033,S12000026,S37000025,S08000016,3059,5,3,3,2,3,2,3,2,0,0
S01005422,S02001035,S12000026,S37000025,S08000016,4971,8,4,9,5,9,5,9,5,0,0
S01005423,S02001034,S12000026,S37000025,S08000016,4930,8,4,9,5,9,5,9,5,0,0
S01005424,S02001035,S12000026,S37000025,S08000016,4092,7,4,6,3,6,3,6,3,0,0
S01005425,S02001036,S12000026,S37000025,S08000016,487,1,1,1,1,1,1,1,1,1,0
S01005426,S02001036,S12000026,S37000025,S08000016,481,1,1,1,1,1,1,1,1,1,0
S01005427,S02001035,S12000026,S37000025,S08000016,1596,3,2,1,1,1,1,1,1,0,0
S01005428,S02001036,S12000026,S37000025,S08000016,1669,3,2,1,1,1,1,1,1,0,0
S01005429,S02001037,S12000026,S37000025,S08000016,1770,3,2,1,1,1,1,1,1,0,0
S01005430,S02001035,S12000026,S37000025,S08000016,4674,8,4,8,4,8,4,8,4,0,0
S01005431,S02001037,S12000026,S37000025,S08000016,1681,3,2,1,1,1,1,1,1,0,0
S01005432,S02001037,S12000026,S37000025,S08000016,3778,6,3,5,3,5,3,5,3,0,0
S01005433,S02001037,S12000026,S37000025,S08000016,2578,4,2,2,1,2,1,2,1,0,0
S01005434,S02001038,S12000026,S37000025,S08000016,2229,4,2,2,1,2,1,2,1,0,0
S01005435,S02001039,S12000026,S37000025,S08000016,4071,7,4,6,3,6,3,6,3,0,0
S01005436,S02001038,S12000026,S37000025,S08000016,3104,5,3,3,2,3,2,3,2,0,0
S01005437,S02001038,S12000026,S37000025,S08000016,3588,6,3,5,3,5,3,5,3,0,0
S01005438,S02001039,S12000026,S37000025,S08000016,2886,5,3,3,2,3,2,3,2,0,0
S01005439,S02001039,S12000026,S37000025,S08000016,2671,4,2,3,2,3,2,3,2,0,0
S01005440,S02001029,S12000026,S37000025,S08000016,4353,7,4,7,4,7,4,7,4,0,0
S01005441,S02001038,S12000026,S37000025,S08000016,2916,5,3,3,2,3,2,3,2,0,0
S01005442,S02001039,S12000026,S37000025,S08000016,4854,8,4,9,5,9,5,9,5,0,0
S01005443,S02001039,S12000026,S37000025,S08000016,4624,8,4,8,4,8,4,8,4,0,0
S01005444,S02001028,S12000026,S37000025,S08000016,3756,6,3,5,3,5,3,5,3,0,0
S01005445,S02001044,S12000026,S37000025,S08000016,5586,9,5,10,5,10,5,10,5,0,1
S01005446,S02001044,S12000026,S37000025,S08000016,3496,6,3,5,3,5,3,5,3,0,0
S01005447,S02001041,S12000026,S37000025,S08000016,4638,8,4,8,4,8,4,8,4,0,0
S01005448,S02001041,S12000026,S37000025,S08000016,5270,9,5,10,5,10,5,10,5,0,0
S01005449,S02001044,S12000026,S37000025,S08000016,4611,7,4,8,4,8,4,8,4,0,0
S01005450,S02001043,S12000026,S37000025,S08000016,3200,5,3,4,2,4,2,4,2,0,0
S01005451,S02001041,S12000026,S37000025,S08000016,4687,8,4,8,4,8,4,8,4,0,0
S01005452,S02001041,S12000026,S37000025,S08000016,5998,10,5,10,5,10,5,10,5,0,1
S01005453,S02001043,S12000026,S37000025,S08000016,4313,7,4,7,4,7,4,7,4,0,0
S01005454,S02001042,S12000026,S37000025,S08000016,5094,8,4,10,5,10,5,10,5,0,0
S01005455,S02001042,S12000026,S37000025,S08000016,3530,6,3,5,3,5,3,5,3,0,0
S01005456,S02001042,S12000026,S37000025,S08000016,5805,9,5,10,5,10,5,10,5,0,1
S01005457,S02001042,S12000026,S37000025,S08000016,2657,4,2,2,1,2,1,2,1,0,0
S01005458,S02001042,S12000026,S37000025,S08000016,2493,4,2,2,1,2,1,2,1,0,0
S01005459,S02001040,S12000026,S37000025,S08000016,4580,7,4,8,4,8,4,8,4,0,0
S01005460,S02001045,S12000026,S37000025,S08000016,3728,6,3,5,3,5,3,5,3,0,0
S01005461,S02001043,S12000026,S37000025,S08000016,3325,5,3,4,2,4,2,4,2,0,0
S01005462,S02001045,S12000026,S37000025,S08000016,4016,7,4,6,3,6,3,6,3,0,0
S01005463,S02001044,S12000026,S37000025,S08000016,4047,7,4,6,3,6,3,6,3,0,0
S01005464,S02001045,S12000026,S37000025,S08000016,3128,5,3,3,2,3,2,3,2,0,0
S01005465,S02001044,S12000026,S37000025,S08000016,5851,9,5,10,5,10,5,10,5,0,1
S01005466,S02001044,S12000026,S37000025,S08000016,4541,7,4,8,4,8,4,8,4,0,0
S01005467,S02001044,S12000026,S37000025,S08000016,5486,9,5,10,5,10,5,10,5,0,0
S01005468,S02001040,S12000026,S37000025,S08000016,4952,8,4,9,5,9,5,9,5,0,0
S01005469,S02001047,S12000026,S37000025,S08000016,3534,6,3,5,3,5,3,5,3,0,0
S01005470,S02001040,S12000026,S37000025,S08000016,5560,9,5,10,5,10,5,10,5,0,1
S01005471,S02001040,S12000026,S37000025,S08000016,5612,9,5,10,5,10,5,10,5,0,1
S01005472,S02001044,S12000026,S37000025,S08000016,4216,7,4,6,3,6,3,6,3,0,0
S01005473,S02001047,S12000026,S37000025,S08000016,4393,7,4,7,4,7,4,7,4,0,0
S01005474,S02001046,S12000026,S37000025,S08000016,2628,4,2,2,1,2,1,2,1,0,0
S01005475,S02001045,S12000026,S37000025,S08000016,3650,6,3,5,3,5,3,5,3,0,0
S01005476,S02001040,S12000026,S37000025,S08000016,4968,8,4,9,5,9,5,9,5,0,0
S01005477,S02001046,S12000026,S37000025,S08000016,4922,8,4,9,5,9,5,9,5,0,0
S01005478,S02001046,S12000026,S37000025,S08000016,3478,6,3,4,2,4,2,4,2,0,0
S01005479,S02001048,S12000026,S37000025,S08000016,3324,5,3,4,2,4,2,4,2,0,0
S01005480,S02001048,S12000026,S37000025,S08000016,4354,7,4,7,4,7,4,7,4,0,0
S01005481,S02001048,S12000026,S37000025,S08000016,2781,5,3,3,2,3,2,3,2,0,0
S01005482,S02001047,S12000026,S37000025,S08000016,4450,7,4,7,4,7,4,7,4,0,0
S01005483,S02001048,S12000026,S37000025,S08000016,3483,6,3,4,2,4,2,4,2,0,0
S01005484,S02001048,S12000026,S37000025,S08000016,4230,7,4,7,4,7,4,7,4,0,0
S01005485,S02001049,S12000026,S37000025,S08000016,2396,4,2,2,1,2,1,2,1,0,0
S01005486,S02001049,S12000026,S37000025,S08000016,2654,4,2,2,1,2,1,2,1,0,0
S01005487,S02001049,S12000026,S37000025,S08000016,2097,4,2,2,1,2,1,2,1,0,0
S01005488,S02001049,S12000026,S37000025,S08000016,2378,4,2,2,1,2,1,2,1,0,0
S01005489,S02001047,S12000026,S37000025,S08000016,3360,6,3,4,2,4,2,4,2,0,0
S01005490,S02001048,S12000026,S37000025,S08000016,5004,8,4,9,5,9,5,9,5,0,0
S01005491,S02001048,S12000026,S37000025,S08000016,3318,5,3,4,2,4,2,4,2,0,0
S01005492,S02001050,S12000027,S37000026,S08000026,3962,6,3,5,3,5,3,5,3,0,0
S01005493,S02001050,S12000027,S37000026,S08000026,4321,7,4,7,4,7,4,7,4,0,0
S01005494,S02001050,S12000027,S37000026,S08000026,4125,7,4,6,3,6,3,6,3,0,0
S01005495,S02001050,S12000027,S37000026,S08000026,4127,7,4,7,4,7,4,7,4,0,0
S01005496,S02001053,S12000027,S37000026,S08000026,4480,7,4,8,4,8,4,8,4,0,0
S01005497,S02001051,S12000027,S37000026,S08000026,5507,9,5,10,5,10,5,10,5,0,0
S01005498,S02001053,S12000027,S37000026,S08000026,4008,7,4,5,3,5,3,5,3,0,0
S01005499,S02001051,S12000027,S37000026,S08000026,2447,4,2,1,1,1,1,1,1,0,0
S01005500,S02001051,S12000027,S37000026,S08000026,4670,8,4,9,5,9,5,9,5,0,0
S01005501,S02001051,S12000027,S37000026,S08000026,3779,6,3,4,2,4,2,4,2,0,0
S01005502,S02001052,S12000027,S37000026,S08000026,3807,6,3,4,2,4,2,4,2,0,0
S01005503,S02001051,S12000027,S37000026,S08000026,4221,7,4,7,4,7,4,7,4,0,0
S01005504,S02001052,S12000027,S37000026,S08000026,4664,8,4,9,5,9,5,9,5,0,0
S01005505,S02001051,S12000027,S37000026,S08000026,3354,6,3,3,2,3,2,3,2,0,0
S01005506,S02001052,S12000027,S37000026,S08000026,4011,7,4,6,3,6,3,6,3,0,0
S01005507,S02001052,S12000027,S37000026,S08000026,2989,5,3,2,1,2,1,2,1,0,0
S01005508,S02001052,S12000027,S37000026,S08000026,2688,4,2,1,1,1,1,1,1,0,0
S01005509,S02001053,S12000027,S37000026,S08000026,4914,8,4,9,5,9,5,9,5,0,0
S01005510,S02001053,S12000027,S37000026,S08000026,5253,9,5,10,5,10,5,10,5,0,0
S01005511,S02001054,S12000027,S37000026,S08000026,4648,8,4,8,4,8,4,8,4,0,0
S01005512,S02001054,S12000027,S37000026,S08000026,3837,6,3,4,2,4,2,4,2,0,0
S01005513,S02001054,S12000027,S37000026,S08000026,4050,7,4,6,3,6,3,6,3,0,0
S01005514,S02001054,S12000027,S37000026,S08000026,3892,6,3,5,3,5,3,5,3,0,0
