DataZone,IntZone,CA,HSCP,HB,SIMD2012Rank,SIMD2012CountryDecile,SIMD2012CountryQuintile,SIMD2012HBDecile,SIMD2012HBQuintile,SIMD2012HSCPDecile,SIMD2012HSCPQuintile,SIMD2012CADecile,SIMD2012CAQuintile,SIMD2012Most15pc,SIMD2012Least15pc
S01000903,S02000171,S12000006,S37000006,S08000017,3268,5,3,5,3,5,3,5,3,0,0
S01000904,S02000164,S12000006,S37000006,S08000017,2477,4,2,3,2,3,2,3,2,0,0
S01000905,S02000166,S12000006,S37000006,S08000017,3491,6,3,6,3,6,3,6,3,0,0
S01000906,S02000166,S12000006,S37000006,S08000017,4382,7,4,8,4,8,4,8,4,0,0
S01000907,S02000166,S12000006,S37000006,S08000017,2927,5,3,4,2,4,2,4,2,0,0
S01000908,S02000166,S12000006,S37000006,S08000017,3239,5,3,5,3,5,3,5,3,0,0
S01000909,S02000173,S12000006,S37000006,S08000017,4346,7,4,8,4,8,4,8,4,0,0
S01000910,S02000165,S12000006,S37000006,S08000017,2581,4,2,3,2,3,2,3,2,0,0
S01000911,S02000166,S12000006,S37000006,S08000017,4834,8,4,9,5,9,5,9,5,0,0
S01000912,S02000164,S12000006,S37000006,S08000017,3969,6,3,7,4,7,4,7,4,0,0
S01000913,S02000173,S12000006,S37000006,S08000017,3920,6,3,7,4,7,4,7,4,0,0
S01000914,S02000167,S12000006,S37000006,S08000017,4923,8,4,9,5,9,5,9,5,0,0
S01000915,S02000172,S12000006,S37000006,S08000017,3426,6,3,6,3,6,3,6,3,0,0
S01000916,S02000171,S12000006,S37000006,S08000017,2458,4,2,3,2,3,2,3,2,0,0
S01000917,S02000171,S12000006,S37000006,S08000017,3156,5,3,5,3,5,3,5,3,0,0
S01000918,S02000175,S12000006,S37000006,S08000017,2724,5,3,4,2,4,2,4,2,0,0
S01000919,S02000164,S12000006,S37000006,S08000017,3083,5,3,5,3,5,3,5,3,0,0
S01000920,S02000166,S12000006,S37000006,S08000017,3793,6,3,7,4,7,4,7,4,0,0
S01000921,S02000165,S12000006,S37000006,S08000017,2552,4,2,3,2,3,2,3,2,0,0
S01000922,S02000168,S12000006,S37000006,S08000017,3184,5,3,5,3,5,3,5,3,0,0
S01000923,S02000172,S12000006,S37000006,S08000017,2975,5,3,5,3,5,3,5,3,0,0
S01000924,S02000169,S12000006,S37000006,S08000017,1546,3,2,1,1,1,1,1,1,0,0
S01000925,S02000167,S12000006,S37000006,S08000017,2751,5,3,4,2,4,2,4,2,0,0
S01000926,S02000172,S12000006,S37000006,S08000017,2316,4,2,3,2,3,2,3,2,0,0
S01000927,S02000169,S12000006,S37000006,S08000017,2045,4,2,2,1,2,1,2,1,0,0
S01000928,S02000173,S12000006,S37000006,S08000017,2884,5,3,4,2,4,2,4,2,0,0
S01000929,S02000170,S12000006,S37000006,S08000017,410,1,1,1,1,1,1,1,1,1,0
S01000930,S02000170,S12000006,S37000006,S08000017,198,1,1,1,1,1,1,1,1,1,0
S01000931,S02000167,S12000006,S37000006,S08000017,1740,3,2,2,1,2,1,2,1,0,0
S01000932,S02000179,S12000006,S37000006,S08000017,2704,4,2,4,2,4,2,4,2,0,0
S01000933,S02000169,S12000006,S37000006,S08000017,2482,4,2,3,2,3,2,3,2,0,0
S01000934,S02000169,S12000006,S37000006,S08000017,657,1,1,1,1,1,1,1,1,1,0
S01000935,S02000167,S12000006,S37000006,S08000017,2697,4,2,3,2,3,2,3,2,0,0
S01000936,S02000169,S12000006,S37000006,S08000017,3226,5,3,5,3,5,3,5,3,0,0
S01000937,S02000170,S12000006,S37000006,S08000017,1201,2,1,1,1,1,1,1,1,0,0
S01000938,S02000170,S12000006,S37000006,S08000017,2424,4,2,3,2,3,2,3,2,0,0
S01000939,S02000167,S12000006,S37000006,S08000017,3461,6,3,6,3,6,3,6,3,0,0
S01000940,S02000167,S12000006,S37000006,S08000017,4955,8,4,9,5,9,5,9,5,0,0
S01000941,S02000170,S12000006,S37000006,S08000017,1618,3,2,1,1,1,1,1,1,0,0
S01000942,S02000168,S12000006,S37000006,S08000017,2732,5,3,4,2,4,2,4,2,0,0
S01000943,S02000170,S12000006,S37000006,S08000017,5199,8,4,10,5,10,5,10,5,0,0
S01000944,S02000168,S12000006,S37000006,S08000017,3909,6,3,7,4,7,4,7,4,0,0
S01000945,S02000168,S12000006,S37000006,S08000017,3593,6,3,6,3,6,3,6,3,0,0
S01000946,S02000168,S12000006,S37000006,S08000017,3445,6,3,6,3,6,3,6,3,0,0
S01000947,S02000165,S12000006,S37000006,S08000017,2365,4,2,3,2,3,2,3,2,0,0
S01000948,S02000172,S12000006,S37000006,S08000017,3602,6,3,6,3,6,3,6,3,0,0
S01000949,S02000167,S12000006,S37000006,S08000017,5338,9,5,10,5,10,5,10,5,0,0
S01000950,S02000173,S12000006,S37000006,S08000017,3758,6,3,7,4,7,4,7,4,0,0
S01000951,S02000179,S12000006,S37000006,S08000017,2948,5,3,4,2,4,2,4,2,0,0
S01000952,S02000168,S12000006,S37000006,S08000017,3832,6,3,7,4,7,4,7,4,0,0
S01000953,S02000174,S12000006,S37000006,S08000017,5912,10,5,10,5,10,5,10,5,0,1
S01000954,S02000179,S12000006,S37000006,S08000017,2867,5,3,4,2,4,2,4,2,0,0
S01000955,S02000176,S12000006,S37000006,S08000017,4597,7,4,9,5,9,5,9,5,0,0
S01000956,S02000174,S12000006,S37000006,S08000017,1954,3,2,2,1,2,1,2,1,0,0
S01000957,S02000173,S12000006,S37000006,S08000017,3467,6,3,6,3,6,3,6,3,0,0
S01000958,S02000176,S12000006,S37000006,S08000017,1919,3,2,2,1,2,1,2,1,0,0
S01000959,S02000176,S12000006,S37000006,S08000017,4576,7,4,9,5,9,5,9,5,0,0
S01000960,S02000179,S12000006,S37000006,S08000017,3137,5,3,5,3,5,3,5,3,0,0
S01000961,S02000174,S12000006,S37000006,S08000017,4511,7,4,9,5,9,5,9,5,0,0
S01000962,S02000174,S12000006,S37000006,S08000017,2637,4,2,3,2,3,2,3,2,0,0
S01000963,S02000176,S12000006,S37000006,S08000017,1785,3,2,2,1,2,1,2,1,0,0
S01000964,S02000175,S12000006,S37000006,S08000017,4649,8,4,9,5,9,5,9,5,0,0
S01000965,S02000177,S12000006,S37000006,S08000017,692,2,1,1,1,1,1,1,1,1,0
S01000966,S02000177,S12000006,S37000006,S08000017,2306,4,2,3,2,3,2,3,2,0,0
S01000967,S02000177,S12000006,S37000006,S08000017,1758,3,2,2,1,2,1,2,1,0,0
S01000968,S02000175,S12000006,S37000006,S08000017,3786,6,3,7,4,7,4,7,4,0,0
S01000969,S02000177,S12000006,S37000006,S08000017,2184,4,2,2,1,2,1,2,1,0,0
S01000970,S02000176,S12000006,S37000006,S08000017,2321,4,2,3,2,3,2,3,2,0,0
S01000971,S02000177,S12000006,S37000006,S08000017,1505,3,2,1,1,1,1,1,1,0,0
S01000972,S02000176,S12000006,S37000006,S08000017,6126,10,5,10,5,10,5,10,5,0,1
S01000973,S02000177,S12000006,S37000006,S08000017,3327,5,3,5,3,5,3,5,3,0,0
S01000974,S02000177,S12000006,S37000006,S08000017,5174,8,4,10,5,10,5,10,5,0,0
S01000975,S02000178,S12000006,S37000006,S08000017,4508,7,4,9,5,9,5,9,5,0,0
S01000976,S02000178,S12000006,S37000006,S08000017,3531,6,3,6,3,6,3,6,3,0,0
S01000977,S02000176,S12000006,S37000006,S08000017,4588,7,4,9,5,9,5,9,5,0,0
S01000978,S02000178,S12000006,S37000006,S08000017,2799,5,3,4,2,4,2,4,2,0,0
S01000979,S02000193,S12000006,S37000006,S08000017,3307,5,3,5,3,5,3,5,3,0,0
S01000980,S02000171,S12000006,S37000006,S08000017,2457,4,2,3,2,3,2,3,2,0,0
S01000981,S02000176,S12000006,S37000006,S08000017,4848,8,4,9,5,9,5,9,5,0,0
S01000982,S02000177,S12000006,S37000006,S08000017,4363,7,4,8,4,8,4,8,4,0,0
S01000983,S02000172,S12000006,S37000006,S08000017,2610,4,2,3,2,3,2,3,2,0,0
S01000984,S02000193,S12000006,S37000006,S08000017,3450,6,3,6,3,6,3,6,3,0,0
S01000985,S02000179,S12000006,S37000006,S08000017,2103,4,2,2,1,2,1,2,1,0,0
S01000986,S02000190,S12000006,S37000006,S08000017,2934,5,3,4,2,4,2,4,2,0,0
S01000987,S02000178,S12000006,S37000006,S08000017,4090,7,4,8,4,8,4,8,4,0,0
S01000988,S02000175,S12000006,S37000006,S08000017,4435,7,4,8,4,8,4,8,4,0,0
S01000989,S02000178,S12000006,S37000006,S08000017,4498,7,4,8,4,8,4,8,4,0,0
S01000990,S02000180,S12000006,S37000006,S08000017,2925,5,3,4,2,4,2,4,2,0,0
S01000991,S02000178,S12000006,S37000006,S08000017,4234,7,4,8,4,8,4,8,4,0,0
S01000992,S02000183,S12000006,S37000006,S08000017,3543,6,3,6,3,6,3,6,3,0,0
S01000993,S02000183,S12000006,S37000006,S08000017,4109,7,4,8,4,8,4,8,4,0,0
S01000994,S02000190,S12000006,S37000006,S08000017,2863,5,3,4,2,4,2,4,2,0,0
S01000995,S02000181,S12000006,S37000006,S08000017,6203,10,5,10,5,10,5,10,5,0,1
S01000996,S02000180,S12000006,S37000006,S08000017,4137,7,4,8,4,8,4,8,4,0,0
S01000997,S02000181,S12000006,S37000006,S08000017,5594,9,5,10,5,10,5,10,5,0,1
S01000998,S02000182,S12000006,S37000006,S08000017,2048,4,2,2,1,2,1,2,1,0,0
S01000999,S02000180,S12000006,S37000006,S08000017,5797,9,5,10,5,10,5,10,5,0,1
S01001000,S02000182,S12000006,S37000006,S08000017,3118,5,3,5,3,5,3,5,3,0,0
S01001001,S02000193,S12000006,S37000006,S08000017,3333,5,3,5,3,5,3,5,3,0,0
S01001002,S02000180,S12000006,S37000006,S08000017,5028,8,4,9,5,9,5,9,5,0,0
S01001003,S02000181,S12000006,S37000006,S08000017,5078,8,4,10,5,10,5,10,5,0,0
S01001004,S02000182,S12000006,S37000006,S08000017,6178,10,5,10,5,10,5,10,5,0,1
S01001005,S02000185,S12000006,S37000006,S08000017,5691,9,5,10,5,10,5,10,5,0,1
S01001006,S02000180,S12000006,S37000006,S08000017,6405,10,5,10,5,10,5,10,5,0,1
S01001007,S02000184,S12000006,S37000006,S08000017,1843,3,2,2,1,2,1,2,1,0,0
S01001008,S02000182,S12000006,S37000006,S08000017,3809,6,3,7,4,7,4,7,4,0,0
S01001009,S02000181,S12000006,S37000006,S08000017,4495,7,4,8,4,8,4,8,4,0,0
S01001010,S02000186,S12000006,S37000006,S08000017,1727,3,2,2,1,2,1,2,1,0,0
S01001011,S02000190,S12000006,S37000006,S08000017,3549,6,3,6,3,6,3,6,3,0,0
S01001012,S02000184,S12000006,S37000006,S08000017,5547,9,5,10,5,10,5,10,5,0,0
S01001013,S02000185,S12000006,S37000006,S08000017,4188,7,4,8,4,8,4,8,4,0,0
S01001014,S02000186,S12000006,S37000006,S08000017,529,1,1,1,1,1,1,1,1,1,0
S01001015,S02000184,S12000006,S37000006,S08000017,2178,4,2,2,1,2,1,2,1,0,0
S01001016,S02000179,S12000006,S37000006,S08000017,2370,4,2,3,2,3,2,3,2,0,0
S01001017,S02000185,S12000006,S37000006,S08000017,1657,3,2,1,1,1,1,1,1,0,0
S01001018,S02000184,S12000006,S37000006,S08000017,2483,4,2,3,2,3,2,3,2,0,0
S01001019,S02000186,S12000006,S37000006,S08000017,395,1,1,1,1,1,1,1,1,1,0
S01001020,S02000185,S12000006,S37000006,S08000017,2124,4,2,2,1,2,1,2,1,0,0
S01001021,S02000184,S12000006,S37000006,S08000017,3383,6,3,5,3,5,3,5,3,0,0
S01001022,S02000186,S12000006,S37000006,S08000017,1989,3,2,2,1,2,1,2,1,0,0
S01001023,S02000178,S12000006,S37000006,S08000017,3776,6,3,7,4,7,4,7,4,0,0
S01001024,S02000183,S12000006,S37000006,S08000017,3504,6,3,6,3,6,3,6,3,0,0
S01001025,S02000184,S12000006,S37000006,S08000017,4722,8,4,9,5,9,5,9,5,0,0
S01001026,S02000190,S12000006,S37000006,S08000017,3735,6,3,7,4,7,4,7,4,0,0
S01001027,S02000185,S12000006,S37000006,S08000017,4034,7,4,8,4,8,4,8,4,0,0
S01001028,S02000186,S12000006,S37000006,S08000017,1764,3,2,2,1,2,1,2,1,0,0
S01001029,S02000185,S12000006,S37000006,S08000017,474,1,1,1,1,1,1,1,1,1,0
S01001030,S02000186,S12000006,S37000006,S08000017,5464,9,5,10,5,10,5,10,5,0,0
S01001031,S02000185,S12000006,S37000006,S08000017,2120,4,2,2,1,2,1,2,1,0,0
S01001032,S02000187,S12000006,S37000006,S08000017,636,1,1,1,1,1,1,1,1,1,0
S01001033,S02000187,S12000006,S37000006,S08000017,580,1,1,1,1,1,1,1,1,1,0
S01001034,S02000187,S12000006,S37000006,S08000017,101,1,1,1,1,1,1,1,1,1,0
S01001035,S02000187,S12000006,S37000006,S08000017,1289,2,1,1,1,1,1,1,1,0,0
S01001036,S02000187,S12000006,S37000006,S08000017,1685,3,2,2,1,2,1,2,1,0,0
S01001037,S02000187,S12000006,S37000006,S08000017,680,1,1,1,1,1,1,1,1,1,0
S01001038,S02000188,S12000006,S37000006,S08000017,5403,9,5,10,5,10,5,10,5,0,0
S01001039,S02000191,S12000006,S37000006,S08000017,3653,6,3,6,3,6,3,6,3,0,0
S01001040,S02000178,S12000006,S37000006,S08000017,3630,6,3,6,3,6,3,6,3,0,0
S01001041,S02000183,S12000006,S37000006,S08000017,5031,8,4,9,5,9,5,9,5,0,0
S01001042,S02000188,S12000006,S37000006,S08000017,5343,9,5,10,5,10,5,10,5,0,0
S01001043,S02000188,S12000006,S37000006,S08000017,5022,8,4,9,5,9,5,9,5,0,0
S01001044,S02000173,S12000006,S37000006,S08000017,3835,6,3,7,4,7,4,7,4,0,0
S01001045,S02000189,S12000006,S37000006,S08000017,5071,8,4,10,5,10,5,10,5,0,0
S01001046,S02000188,S12000006,S37000006,S08000017,3772,6,3,7,4,7,4,7,4,0,0
S01001047,S02000194,S12000006,S37000006,S08000017,4966,8,4,9,5,9,5,9,5,0,0
S01001048,S02000189,S12000006,S37000006,S08000017,5304,9,5,10,5,10,5,10,5,0,0
S01001049,S02000189,S12000006,S37000006,S08000017,2250,4,2,2,1,2,1,2,1,0,0
S01001050,S02000195,S12000006,S37000006,S08000017,4360,7,4,8,4,8,4,8,4,0,0
S01001051,S02000189,S12000006,S37000006,S08000017,1966,3,2,2,1,2,1,2,1,0,0
S01001052,S02000189,S12000006,S37000006,S08000017,1997,3,2,2,1,2,1,2,1,0,0
S01001053,S02000192,S12000006,S37000006,S08000017,3926,6,3,7,4,7,4,7,4,0,0
S01001054,S02000194,S12000006,S37000006,S08000017,2740,5,3,4,2,4,2,4,2,0,0
S01001055,S02000194,S12000006,S37000006,S08000017,3368,6,3,5,3,5,3,5,3,0,0
S01001056,S02000194,S12000006,S37000006,S08000017,3244,5,3,5,3,5,3,5,3,0,0
S01001057,S02000191,S12000006,S37000006,S08000017,4106,7,4,8,4,8,4,8,4,0,0
S01001058,S02000194,S12000006,S37000006,S08000017,3554,6,3,6,3,6,3,6,3,0,0
S01001059,S02000194,S12000006,S37000006,S08000017,2222,4,2,2,1,2,1,2,1,0,0
S01001060,S02000192,S12000006,S37000006,S08000017,3195,5,3,5,3,5,3,5,3,0,0
S01001061,S02000195,S12000006,S37000006,S08000017,4514,7,4,9,5,9,5,9,5,0,0
S01001062,S02000192,S12000006,S37000006,S08000017,4215,7,4,8,4,8,4,8,4,0,0
S01001063,S02000192,S12000006,S37000006,S08000017,4253,7,4,8,4,8,4,8,4,0,0
S01001064,S02000195,S12000006,S37000006,S08000017,4872,8,4,9,5,9,5,9,5,0,0
S01001065,S02000195,S12000006,S37000006,S08000017,5158,8,4,10,5,10,5,10,5,0,0
S01001066,S02000191,S12000006,S37000006,S08000017,3704,6,3,6,3,6,3,6,3,0,0
S01001067,S02000190,S12000006,S37000006,S08000017,3364,6,3,5,3,5,3,5,3,0,0
S01001068,S02000193,S12000006,S37000006,S08000017,2967,5,3,5,3,5,3,5,3,0,0
S01001069,S02000191,S12000006,S37000006,S08000017,3572,6,3,6,3,6,3,6,3,0,0
S01001070,S02000193,S12000006,S37000006,S08000017,3784,6,3,7,4,7,4,7,4,0,0
S01001071,S02000192,S12000006,S37000006,S08000017,3874,6,3,7,4,7,4,7,4,0,0
S01001072,S02000194,S12000006,S37000006,S08000017,3019,5,3,5,3,5,3,5,3,0,0
S01001073,S02000196,S12000006,S37000006,S08000017,3548,6,3,6,3,6,3,6,3,0,0
S01001074,S02000195,S12000006,S37000006,S08000017,4616,7,4,9,5,9,5,9,5,0,0
S01001075,S02000196,S12000006,S37000006,S08000017,4000,7,4,7,4,7,4,7,4,0,0
S01001076,S02000193,S12000006,S37000006,S08000017,3670,6,3,6,3,6,3,6,3,0,0
S01001077,S02000196,S12000006,S37000006,S08000017,4009,7,4,8,4,8,4,8,4,0,0
S01001078,S02000197,S12000006,S37000006,S08000017,2935,5,3,4,2,4,2,4,2,0,0
S01001079,S02000196,S12000006,S37000006,S08000017,4328,7,4,8,4,8,4,8,4,0,0
S01001080,S02000197,S12000006,S37000006,S08000017,4337,7,4,8,4,8,4,8,4,0,0
S01001081,S02000197,S12000006,S37000006,S08000017,2468,4,2,3,2,3,2,3,2,0,0
S01001082,S02000197,S12000006,S37000006,S08000017,4457,7,4,8,4,8,4,8,4,0,0
S01001083,S02000198,S12000006,S37000006,S08000017,2538,4,2,3,2,3,2,3,2,0,0
S01001084,S02000197,S12000006,S37000006,S08000017,3904,6,3,7,4,7,4,7,4,0,0
S01001085,S02000198,S12000006,S37000006,S08000017,2864,5,3,4,2,4,2,4,2,0,0
S01001086,S02000198,S12000006,S37000006,S08000017,857,2,1,1,1,1,1,1,1,1,0
S01001087,S02000198,S12000006,S37000006,S08000017,1145,2,1,1,1,1,1,1,1,0,0
S01001088,S02000198,S12000006,S37000006,S08000017,930,2,1,1,1,1,1,1,1,1,0
S01001089,S02000198,S12000006,S37000006,S08000017,2760,5,3,4,2,4,2,4,2,0,0
S01001090,S02000200,S12000042,S37000007,S08000030,6031,10,5,10,5,10,5,10,5,0,1
S01001091,S02000199,S12000042,S37000007,S08000030,5429,9,5,9,5,9,5,9,5,0,0
S01001092,S02000200,S12000042,S37000007,S08000030,4988,8,4,8,4,9,5,9,5,0,0
S01001093,S02000199,S12000042,S37000007,S08000030,4168,7,4,6,3,8,4,8,4,0,0
S01001094,S02000200,S12000042,S37000007,S08000030,5864,10,5,10,5,10,5,10,5,0,1
S01001095,S02000199,S12000042,S37000007,S08000030,5354,9,5,9,5,9,5,9,5,0,0
S01001096,S02000199,S12000042,S37000007,S08000030,4240,7,4,6,3,8,4,8,4,0,0
S01001097,S02000200,S12000042,S37000007,S08000030,5590,9,5,9,5,9,5,9,5,0,1
S01001098,S02000200,S12000042,S37000007,S08000030,6455,10,5,10,5,10,5,10,5,0,1
S01001099,S02000199,S12000042,S37000007,S08000030,2713,5,3,4,2,6,3,6,3,0,0
S01001100,S02000202,S12000042,S37000007,S08000030,2830,5,3,4,2,6,3,6,3,0,0
S01001101,S02000201,S12000042,S37000007,S08000030,3158,5,3,4,2,7,4,7,4,0,0
S01001102,S02000201,S12000042,S37000007,S08000030,3810,6,3,5,3,7,4,7,4,0,0
S01001103,S02000200,S12000042,S37000007,S08000030,5919,10,5,10,5,10,5,10,5,0,1
S01001104,S02000202,S12000042,S37000007,S08000030,2038,3,2,3,2,5,3,5,3,0,0
S01001105,S02000200,S12000042,S37000007,S08000030,6249,10,5,10,5,10,5,10,5,0,1
S01001106,S02000220,S12000042,S37000007,S08000030,5455,9,5,9,5,9,5,9,5,0,0
S01001107,S02000202,S12000042,S37000007,S08000030,2453,4,2,4,2,6,3,6,3,0,0
S01001108,S02000203,S12000042,S37000007,S08000030,2405,4,2,4,2,6,3,6,3,0,0
S01001109,S02000201,S12000042,S37000007,S08000030,2225,4,2,3,2,6,3,6,3,0,0
S01001110,S02000202,S12000042,S37000007,S08000030,1557,3,2,2,1,4,2,4,2,0,0
S01001111,S02000202,S12000042,S37000007,S08000030,1375,3,2,2,1,4,2,4,2,0,0
S01001112,S02000206,S12000042,S37000007,S08000030,3265,5,3,5,3,7,4,7,4,0,0
S01001113,S02000203,S12000042,S37000007,S08000030,1694,3,2,3,2,5,3,5,3,0,0
S01001114,S02000201,S12000042,S37000007,S08000030,338,1,1,1,1,2,1,2,1,1,0
S01001115,S02000204,S12000042,S37000007,S08000030,2179,4,2,3,2,6,3,6,3,0,0
S01001116,S02000205,S12000042,S37000007,S08000030,1882,3,2,3,2,5,3,5,3,0,0
S01001117,S02000203,S12000042,S37000007,S08000030,902,2,1,2,1,3,2,3,2,1,0
S01001118,S02000204,S12000042,S37000007,S08000030,3249,5,3,5,3,7,4,7,4,0,0
S01001119,S02000206,S12000042,S37000007,S08000030,2632,4,2,4,2,6,3,6,3,0,0
S01001120,S02000212,S12000042,S37000007,S08000030,4102,7,4,6,3,8,4,8,4,0,0
S01001121,S02000203,S12000042,S37000007,S08000030,974,2,1,2,1,3,2,3,2,1,0
S01001122,S02000203,S12000042,S37000007,S08000030,2105,4,2,3,2,5,3,5,3,0,0
S01001123,S02000202,S12000042,S37000007,S08000030,3713,6,3,5,3,7,4,7,4,0,0
S01001124,S02000207,S12000042,S37000007,S08000030,2818,5,3,4,2,6,3,6,3,0,0
S01001125,S02000205,S12000042,S37000007,S08000030,2506,4,2,4,2,6,3,6,3,0,0
S01001126,S02000204,S12000042,S37000007,S08000030,5772,9,5,10,5,10,5,10,5,0,1
S01001127,S02000201,S12000042,S37000007,S08000030,3344,5,3,5,3,7,4,7,4,0,0
S01001128,S02000220,S12000042,S37000007,S08000030,6016,10,5,10,5,10,5,10,5,0,1
S01001129,S02000205,S12000042,S37000007,S08000030,954,2,1,2,1,3,2,3,2,1,0
S01001130,S02000205,S12000042,S37000007,S08000030,2442,4,2,4,2,6,3,6,3,0,0
S01001131,S02000203,S12000042,S37000007,S08000030,1393,3,2,2,1,4,2,4,2,0,0
S01001132,S02000204,S12000042,S37000007,S08000030,3348,5,3,5,3,7,4,7,4,0,0
S01001133,S02000207,S12000042,S37000007,S08000030,3066,5,3,4,2,7,4,7,4,0,0
S01001134,S02000206,S12000042,S37000007,S08000030,6363,10,5,10,5,10,5,10,5,0,1
S01001135,S02000205,S12000042,S37000007,S08000030,662,1,1,1,1,2,1,2,1,1,0
S01001136,S02000208,S12000042,S37000007,S08000030,910,2,1,2,1,3,2,3,2,1,0
S01001137,S02000211,S12000042,S37000007,S08000030,998,2,1,2,1,3,2,3,2,1,0
S01001138,S02000208,S12000042,S37000007,S08000030,1265,2,1,2,1,4,2,4,2,0,0
S01001139,S02000207,S12000042,S37000007,S08000030,1874,3,2,3,2,5,3,5,3,0,0
S01001140,S02000209,S12000042,S37000007,S08000030,1026,2,1,2,1,4,2,4,2,1,0
S01001141,S02000211,S12000042,S37000007,S08000030,2102,4,2,3,2,5,3,5,3,0,0
S01001142,S02000206,S12000042,S37000007,S08000030,5902,10,5,10,5,10,5,10,5,0,1
S01001143,S02000210,S12000042,S37000007,S08000030,5167,8,4,9,5,9,5,9,5,0,0
S01001144,S02000205,S12000042,S37000007,S08000030,1153,2,1,2,1,4,2,4,2,0,0
S01001145,S02000209,S12000042,S37000007,S08000030,2302,4,2,3,2,6,3,6,3,0,0
S01001146,S02000204,S12000042,S37000007,S08000030,5608,9,5,10,5,9,5,9,5,0,1
S01001147,S02000208,S12000042,S37000007,S08000030,1609,3,2,3,2,5,3,5,3,0,0
S01001148,S02000212,S12000042,S37000007,S08000030,5939,10,5,10,5,10,5,10,5,0,1
S01001149,S02000211,S12000042,S37000007,S08000030,2403,4,2,4,2,6,3,6,3,0,0
S01001150,S02000205,S12000042,S37000007,S08000030,312,1,1,1,1,1,1,1,1,1,0
S01001151,S02000214,S12000042,S37000007,S08000030,86,1,1,1,1,1,1,1,1,1,0
S01001152,S02000209,S12000042,S37000007,S08000030,1234,2,1,2,1,4,2,4,2,0,0
S01001153,S02000207,S12000042,S37000007,S08000030,3468,6,3,5,3,7,4,7,4,0,0
S01001154,S02000212,S12000042,S37000007,S08000030,6399,10,5,10,5,10,5,10,5,0,1
S01001155,S02000206,S12000042,S37000007,S08000030,6110,10,5,10,5,10,5,10,5,0,1
S01001156,S02000208,S12000042,S37000007,S08000030,1111,2,1,2,1,4,2,4,2,0,0
S01001157,S02000213,S12000042,S37000007,S08000030,5940,10,5,10,5,10,5,10,5,0,1
S01001158,S02000207,S12000042,S37000007,S08000030,3096,5,3,4,2,7,4,7,4,0,0
S01001159,S02000210,S12000042,S37000007,S08000030,4729,8,4,7,4,8,4,8,4,0,0
S01001160,S02000213,S12000042,S37000007,S08000030,1702,3,2,3,2,5,3,5,3,0,0
S01001161,S02000207,S12000042,S37000007,S08000030,3038,5,3,4,2,6,3,6,3,0,0
S01001162,S02000215,S12000042,S37000007,S08000030,4795,8,4,8,4,8,4,8,4,0,0
S01001163,S02000211,S12000042,S37000007,S08000030,844,2,1,1,1,3,2,3,2,1,0
S01001164,S02000209,S12000042,S37000007,S08000030,1035,2,1,2,1,4,2,4,2,0,0
S01001165,S02000208,S12000042,S37000007,S08000030,860,2,1,1,1,3,2,3,2,1,0
S01001166,S02000211,S12000042,S37000007,S08000030,835,2,1,1,1,3,2,3,2,1,0
S01001167,S02000210,S12000042,S37000007,S08000030,5241,9,5,9,5,9,5,9,5,0,0
S01001168,S02000208,S12000042,S37000007,S08000030,1965,3,2,3,2,5,3,5,3,0,0
S01001169,S02000214,S12000042,S37000007,S08000030,141,1,1,1,1,1,1,1,1,1,0
S01001170,S02000216,S12000042,S37000007,S08000030,342,1,1,1,1,2,1,2,1,1,0
S01001171,S02000219,S12000042,S37000007,S08000030,2605,4,2,4,2,6,3,6,3,0,0
S01001172,S02000214,S12000042,S37000007,S08000030,502,1,1,1,1,2,1,2,1,1,0
S01001173,S02000216,S12000042,S37000007,S08000030,780,2,1,1,1,3,2,3,2,1,0
S01001174,S02000217,S12000042,S37000007,S08000030,558,1,1,1,1,2,1,2,1,1,0
S01001175,S02000216,S12000042,S37000007,S08000030,211,1,1,1,1,1,1,1,1,1,0
S01001176,S02000214,S12000042,S37000007,S08000030,2327,4,2,4,2,6,3,6,3,0,0
S01001177,S02000209,S12000042,S37000007,S08000030,846,2,1,1,1,3,2,3,2,1,0
S01001178,S02000219,S12000042,S37000007,S08000030,1729,3,2,3,2,5,3,5,3,0,0
S01001179,S02000213,S12000042,S37000007,S08000030,5756,9,5,10,5,10,5,10,5,0,1
S01001180,S02000211,S12000042,S37000007,S08000030,1078,2,1,2,1,4,2,4,2,0,0
S01001181,S02000206,S12000042,S37000007,S08000030,5222,8,4,9,5,9,5,9,5,0,0
S01001182,S02000222,S12000042,S37000007,S08000030,1373,3,2,2,1,4,2,4,2,0,0
S01001183,S02000217,S12000042,S37000007,S08000030,448,1,1,1,1,2,1,2,1,1,0
S01001184,S02000215,S12000042,S37000007,S08000030,4101,7,4,6,3,8,4,8,4,0,0
S01001185,S02000212,S12000042,S37000007,S08000030,6012,10,5,10,5,10,5,10,5,0,1
S01001186,S02000210,S12000042,S37000007,S08000030,4865,8,4,8,4,8,4,8,4,0,0
S01001187,S02000216,S12000042,S37000007,S08000030,690,2,1,1,1,2,1,2,1,1,0
S01001188,S02000217,S12000042,S37000007,S08000030,526,1,1,1,1,2,1,2,1,1,0
S01001189,S02000212,S12000042,S37000007,S08000030,1663,3,2,3,2,5,3,5,3,0,0
S01001190,S02000213,S12000042,S37000007,S08000030,5800,9,5,10,5,10,5,10,5,0,1
S01001191,S02000222,S12000042,S37000007,S08000030,884,2,1,2,1,3,2,3,2,1,0
